City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
651,Nelson,NZ,51.3,scattered clouds,-41.2833,173.2833,Trailways Hotel
652,Misratah,LY,66.61,broken clouds,32.3754,15.0925,Almasa Hotel
653,Totness,SR,77.43,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
654,Batagay-Alyta,RU,33.91,overcast clouds,67.8006,130.4114,
655,Goderich,CA,68.32,broken clouds,43.7501,-81.7165,Harmony Inn
656,Maun,BW,55.36,clear sky,-19.9833,23.4167,Enviro Villa
657,Barra Patuca,HN,79.7,overcast clouds,15.8,-84.2833,
658,Biltine,TD,82.54,few clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
659,Praia,CV,72.14,clear sky,14.9215,-23.5087,LT Aparthotel
660,Ribas Do Rio Pardo,BR,49.08,clear sky,-20.4431,-53.7592,Pousada Avenida
661,Calama,CL,54.09,clear sky,-22.4667,-68.9333,Park Hotel Calama
662,Storsteinnes,NO,35.38,overcast clouds,69.2408,19.2344,Tingvoll
663,Harnosand,SE,39.2,overcast clouds,62.6323,17.9379,First Hotel Stadt
664,Takayama,JP,67.68,moderate rain,36.1333,137.25,Country Hotel Takayama
665,Presidente Olegario,BR,44.69,overcast clouds,-18.4178,-46.4181,Cruzeiro Hotel
666,Liwale,TZ,68.31,overcast clouds,-9.7667,37.9333,Nakivubo Executive Lodge
667,Gavle,SE,45.36,overcast clouds,60.6745,17.1417,Scandic CH
668,Limbe,CM,77.09,moderate rain,4.0242,9.2149,The LK Hotel at Bonadikombo
669,Sioux Lookout,CA,53.67,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
670,Salinopolis,BR,76.51,heavy intensity rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
671,Itanagar,IN,70.07,overcast clouds,27.1,93.6167,Hotel Moomsie Itanagar
672,Ust-Kishert,RU,37.51,overcast clouds,57.3654,57.2495,
673,Maceio,BR,78.24,light rain,-9.6658,-35.7353,Hotel Ponta Verde Maceió
674,Magburaka,SL,76.46,light rain,8.7167,-11.95,PROF LAKOH
675,Vila Franca Do Campo,PT,61.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
676,Salvacion,PH,86.54,scattered clouds,7.9833,126.1333,
677,Benghazi,LY,64.15,clear sky,32.1167,20.0667,Tibesti Hotel
678,Severnoye,RU,56.62,few clouds,56.3491,78.3619,Gostinitsa Severyanka
679,Muli,MV,83.05,scattered clouds,2.9167,73.5667,Medhufushi Island Resort
680,Kenora,CA,52.77,mist,49.8167,-94.4337,Maynard Lake Lodge
